Datlas;Yes;No;Italy;Professional Scientific & Technical Services;291.6;57.6;11465566;2927976;289;85;2017
Radar Consulting Italia;Yes;No;Italy;Professional Scientific & Technical Services;286.9;57.0;2241859;579426;16;7;2010
Consorzio Prime Solution;No;No;Italy;Professional Scientific & Technical Services;277.4;55.7;3988383;1056795;5;3;2014
Hamilton Barnes;No;No;UK;Professional Scientific & Technical Services;276.5;55.6;14880983;3700230;65;20;2014
Trippel Bedriftsservice;Yes;No;Norway;Professional Scientific & Technical Services;260.3;53.3;3869208;1085761;113;36;1999
Eichinger Gruppe;No;No;Germany;Professional Scientific & Technical Services;257.4;52.9;10074762;2819000;280;85;2013
Increso;Yes;No;Italy;Professional Scientific & Technical Services;252.2;52.2;3389540;962302;66;6;2015
La Vida;Yes;Yes;UK;Professional Scientific & Technical Services;250.7;51.9;11255209;3004996;14;8;2002
WeWatch Security Service;No;No;Germany;Professional Scientific & Technical Services;226.2;48.3;16209797;4969249;296;162;2013
Pontica Solutions;No;No;Bulgaria;Professional Scientific & Technical Services;219.0;47.2;10276969;3221140;630;87;2015
Sonic;Yes;No;Hungary;Professional Scientific & Technical Services;215.5;46.7;5298340;1931811;10;6;2008
3E Studio;Yes;No;Italy;Professional Scientific & Technical Services;205.7;45.1;6628611;2168139;30;2;2015
Deutscher Maklerverbund;Yes;Yes;Germany;Professional Scientific & Technical Services;199.1;44.1;5325000;1780200;65;30;2009
Blubit;Yes;No;Slovenia;Professional Scientific & Technical Services;177.3;40.5;4563321;1645419;28;13;2009
Elements Talent Consultancy;No;No;UK;Professional Scientific & Technical Services;175.9;40.3;20810879;7060842;211;73;2016
Finest Audience;No;No;Germany;Professional Scientific & Technical Services;174.0;39.9;2376769;867501;13;4;2004
PHS;No;No;France;Professional Scientific & Technical Services;162.1;37.9;4227816;1612890;51;25;2012
C&P;No;No;Italy;Professional Scientific & Technical Services;160.6;37.6;14551946;5584216;485;239;1996
Anthesis Group;No;Yes;UK;Professional Scientific & Technical Services;153.0;36.3;49671979;18379332;880;220;2013
Capacity;No;No;UK;Public Sector & Infrastructure;284.9;56.7;1828655;444804;25;11;2016
Being;No;No;The Netherlands;Real Estate;2594.5;199.8;39167615;1453606;25;7;2012
Logistics Capital Partners;No;No;Belgium;Real Estate;1850.7;169.2;235707995;12083333;31;14;2015
MeilleursBiens.com;No;No;France;Real Estate;1825.4;168.0;9058184;470468;5;2;2010
rentry;No;No;Germany;Real Estate;1391.1;146.1;6274154;420776;10;10;2016
LGM Immobilier;Yes;No;France;Real Estate;1138.9;131.4;5480435;442359;10;2;2016
Renovars Real Estate;No;No;Italy;Real Estate;1094.0;128.6;2171882;181894;1;1;2017
M2DG Myflexoffice;No;No;France;Real Estate;737.0;103.0;9662799;1154412;36;5;2016
Axtom;No;No;France;Real Estate;731.7;102.6;55030235;6616264;102;25;2017
Longevity Partners;Yes;No;UK;Real Estate;678.4;98.2;7615942;916040;96;6;2015
Viabilis;No;No;France;Real Estate;591.3;90.5;8104296;1172361;3;2;2013
Officine Mak;No;No;Italy;Real Estate;442.6;75.7;35460573;6535910;20;5;1956
Storage Share;No;No;The Netherlands;Real Estate;401.3;71.2;2305587;459887;7;3;2016
Newil & Bau;Yes;Yes;Finland;Real Estate;382.6;69.0;11631876;2410063;9;1;2006
I-Particuliers;Yes;No;France;Real Estate;382.5;69.0;7510064;1556392;250;100;2011
BSK immobilier;No;No;France;Real Estate;314.8;60.7;28686682;6915962;16;8;2010
Evora Global;No;No;UK;Real Estate;278.1;55.8;14730067;3647740;157;36;2011
Rets;Yes;No;Poland;Real Estate;259.6;53.2;7124595;2118368;127;53;2014
Les Constructeurs du Bois;Yes;No;France;Real Estate;256.8;52.8;8053364;2257421;15;10;2011
Alpha Real Estate;Yes;Yes;Germany;Real Estate;242.3;50.7;148237000;43300000;71;22;2013
Dils;No;No;Italy;Real Estate;205.4;45.1;48889889;16007774;135;55;1971
Hemisphere;Yes;No;France;Real Estate;190.4;42.7;4319563;1487661;5;4;2017
Factory;Yes;No;France;Real Estate;181.9;41.3;23497868;8334230;52;18;2017
Købersmægler Køberrådgivning;No;No;Denmark;Real Estate;181.0;41.1;3798430;1351623;28;12;2014
Groupe Pierreval;No;No;France;Real Estate;169.7;39.2;367809042;136361345;553;474;1993
T Classic Cars;No;No;France;Retail;11215.2;383.7;14039007;124072;9;1;2012
Clearcycle;Yes;No;UK;Retail;1021.4;123.8;4146073;346147;26;4;2015
Ledworks;No;No;Italy;Retail;958.8;119.6;35805682;3381826;30;4;2016
Wolf & Badger;Yes;Yes;UK;Retail;664.2;97.0;29405274;3602344;126;39;2009
Fastned;Yes;Yes;The Netherlands;Retail;661.1;96.7;12466000;1638000;76;40;2012
Gyada Cosmetics;Yes;No;Italy;Retail;574.7;89.0;3867400;573178;12;5;2017
C&C Hub;No;No;Italy;Retail;540.3;85.7;1948758;304339;14;11;2018
Eskalia;No;No;France;Retail;477.5;79.4;3116002;539566;10;3;2016
Superior Wellness;Yes;No;UK;Retail;467.3;78.4;68175827;11250350;70;26;2011
Gong;No;No;France;Retail;420.6;73.3;18098711;3476483;65;13;2009
Amco-Bulgaria;Yes;Yes;Bulgaria;Retail;420.2;73.3;10647145;2046702;36;7;2011
Carslift;Yes;No;France;Retail;361.6;66.5;3037913;658119;49;20;2012
Ottica Lipari;No;No;Italy;Retail;272.5;55.0;2592289;695868;11;11;2014
Seven Sundays;No;No;Switzerland;Retail;199.9;44.2;4564668;1401738;115;31;2014
Sweef;Yes;No;Sweden;Retail;189.0;42.4;14142819;4950963;21;10;2011
Luxury & Performance Sélection;Yes;No;France;Retail;184.1;41.6;8899407;3132612;4;1;2016
Autology;No;No;France;Retail;164.1;38.2;5145589;1948002;2;2;2011
Alphaspel;Yes;No;Sweden;Retail;158.2;37.2;5631995;2207448;25;7;2007
Ecoslops;No;No;France;Waste management & recycling;1505.2;152.3;3817536;237826;51;49;2009
NB Baumaschinen;No;No;Germany;Waste management & recycling;1126.2;130.6;6183944;504334;13;2;2016
Metaloop;Yes;No;Austria;Waste management & recycling;412.6;72.4;27264840;5319280;19;7;2016
Ependys Marivers;No;No;Germany;Waste management & recycling;412.0;72.4;10521000;2055000;19;8;2015
MR Group;Yes;No;Germany;Waste management & recycling;327.6;62.3;16915150;3955400;8;9;2017
Leone;No;No;Italy;Waste management & recycling;295.3;58.1;35961315;9096169;13;10;2017
DBM;No;No;Germany;Waste management & recycling;289.6;57.4;4843230;1243121;68;50;2018
LüneRecycling;No;No;Germany;Waste management & recycling;276.5;55.6;9931029;2637902;23;6;2016
Vincenzo Fagioli;No;No;Italy;Waste management & recycling;255.9;52.7;3593659;1009648;6;3;1985
Alfametal;No;No;Spain;Waste management & recycling;222.2;47.7;164305417;50991696;88;42;2014
Recygroup;No;No;France;Waste management & recycling;205.7;45.1;23394990;7652095;170;30;2014
CH Oleochemicals;No;No;Germany;Waste management & recycling;173.3;39.8;46337229;16956835;10;4;2017
Michael Joa Verwertungen;No;No;Germany;Waste management & recycling;168.9;39.1;9365265;3482736;22;15;2014
Elettrosmart;No;No;Italy;Wholesale;7576.9;325.0;49159967;640359;8;4;2017
Wall Universe;No;No;Germany;Wholesale;5600.3;284.9;79047564;1386729;15;2;2018
Energynat;Yes;No;Poland;Wholesale;2008.7;176.3;38806359;1967654;25;10;2010
Neobution;No;No;Germany;Wholesale;1412.1;147.3;55433000;3666000;21;4;2017
Petro Mazowsze;No;No;Poland;Wholesale;1196.6;134.9;79520186;6557480;63;15;2017
prosino;No;No;Germany;Wholesale;1118.5;130.1;38355016;3147818;2;2;2009
Hitisy;No;No;Germany;Wholesale;1037.4;124.9;36991212;3252342;9;5;2017
Kamado Bono;Yes;No;Lithuania;Wholesale;800.7;108.1;13968040;1550808;10;3;2013
Greyfood;Yes;No;Germany;Wholesale;774.5;106.0;19384895;2216647;10;4;2016
Essegi;No;No;Italy;Wholesale;667.9;97.3;18011629;2345421;13;4;2017
Nanosun;No;No;Czech Republic;Wholesale;664.2;97.0;47616203;6031111;24;15;2013
Silverline;No;No;Italy;Wholesale;663.6;96.9;3658422;479097;3;3;2017
Karl & Léon;Yes;No;France;Wholesale;601.1;91.4;5494255;783638;6;na;2015
Sollis Solargroßhandel;Yes;No;Germany;Wholesale;588.0;90.2;15982244;2323024;9;2;2017
GTC;No;No;Germany;Wholesale;566.4;88.2;71340900;10705807;22;13;2014
For a Suistanable Future;No;No;Germany;Wholesale;538.8;85.5;3668948;574373;2;na;1996
Kunua;No;No;Germany;Wholesale;533.9;85.1;4592930;724575;8;3;2014
Agrisole;No;No;Italy;Wholesale;510.8;82.8;30713954;5028104;4;1;2014
Floer;Yes;No;The Netherlands;Wholesale;487.1;80.4;4414160;751914;21;3;2017
Pentagon Sales;No;No;Germany;Wholesale;455.8;77.1;30091016;5414485;10;8;2015
HiFi Extra;Yes;No;Germany;Wholesale;451.7;76.7;104004607;18853232;34;17;2016
GT Company;No;No;France;Wholesale;450.5;76.6;16334162;2967145;22;2;2013
Jakob Trading;No;No;Germany;Wholesale;393.0;70.2;11463565;2325402;4;1;2018
LA-Grossküchenservice;No;No;Germany;Wholesale;390.7;69.9;1988524;405238;5;2;2013
Mario Aiello;No;No;Italy;Wholesale;309.2;59.9;2016325;492744;4;1;2010
SHN International;No;No;Germany;Wholesale;307.7;59.8;3186671;781530;3;2;2014
Manz Landtechnik;No;No;Germany;Wholesale;289.3;57.3;14453266;3712780;42;3;1958
Gusto;No;No;France;Wholesale;280.8;56.2;7383534;1939117;27;4;2012
BB&Co;No;No;France;Wholesale;271.6;54.9;2716200;730900;8;3;2010
Kemikos;No;No;Italy;Wholesale;268.5;54.5;7733933;2098536;7;6;1991
Chris Kudernak;No;No;Germany;Wholesale;268.3;54.4;2405000;653000;5;1;2003
Zeck Fishing;Yes;Yes;Germany;Wholesale;261.0;53.4;8354754;2314263;32;10;2013
EET;No;No;France;Wholesale;249.3;51.7;8299137;2376236;10;5;1993
Borgy;Yes;No;Czech Republic;Wholesale;243.5;50.9;28709152;8091090;56;27;2009
redpoint new energy;No;No;Germany;Wholesale;237.5;50.0;53713821;15913320;45;26;2014
Aer Trading;Yes;No;France;Wholesale;233.7;49.4;16660188;4992370;1;1;2013
US Supermarket;No;No;Germany;Wholesale;219.1;47.2;4337000;1359000;13;2;2013
HKR Technik;Yes;No;Germany;Wholesale;216.5;46.8;9643158;3047262;6;4;2008
Mixprice;No;No;Portugal;Wholesale;214.1;46.4;6012997;1914433;3;3;2009
LT Metal Partners;No;No;Lithuania;Wholesale;211.5;46.0;17713360;5686875;38;14;2013
Affinity Fragrances;No;No;UK;Wholesale;205.0;45.0;102257741;31392592;42;13;2015
Schmolke Schmierstoffe & Industrieservice;Yes;No;Germany;Wholesale;190.0;42.6;2900000;1000000;12;8;2010
Base Organic Food;Yes;No;France;Wholesale;177.2;40.5;14230872;5134630;35;13;2015
Joannes Distribution;Yes;No;France;Wholesale;176.7;40.4;10932608;3951027;8;6;2011
modico;No;No;Germany;Wholesale;175.7;40.2;5160877;1871786;15;14;2008
ZW France;No;No;France;Wholesale;175.3;40.2;2613063;949188;10;6;2011
Prodis;No;No;France;Wholesale;171.9;39.6;16754493;6161973;12;8;2004
Gree Magyarország;No;No;Hungary;Wholesale;169.7;39.2;53314995;22736922;47;27;2001
RMF Group;Yes;No;Slovakia;Wholesale;168.6;39.0;4159979;1548907;2;2;2014
Pallet Solution;No;No;Hungary;Wholesale;162.0;37.9;11379686;4996239;5;3;2010
Easo Magno;Yes;No;Spain;Wholesale;160.1;37.5;3537321;1360224;7;3;2017
Trends+Brands;No;No;Germany;Wholesale;157.2;37.0;10442906;4060096;8;6;2015
Globe Flight;No;No;Germany;Wholesale;152.8;36.2;33369282;13199635;26;18;2012
